ID_Venda;Data_Venda;ID_Cliente;ID_Produto;ID_Cidade;Quantidade;Preco_Unitario;Custo_Unitario;Receita;Desconto;Canal_Venda;Forma_Pagamento
158;2025-09-05;2807;35;3;3;39.83;28.13;119.49;17.82;App;Débito
159;2026-02-03;13781;1;10;3;55.25;27.68;165.75;29.83;Marketplace;PIX
160;2025-12-19;3845;51;8;2;338.33;216.13;676.66;24.95;Site;PIX
161;2025-07-26;286;33;6;5;51.84;26.39;259.2;22.32;Marketplace;Crédito
162;2026-04-16;14394;5;8;2;177.95;92.05;355.9;14.47;Site;PIX
163;2026-03-21;6222;57;9;1;36.88;31.54;36.88;6.64;Site;Crédito
164;2024-08-22;9145;45;4;1;156.79;77.92;156.79;28.22;Site;PIX
165;2024-05-27;6716;39;1;2;45.87;33.89;91.74;16.51;Marketplace;Débito
166;2025-12-20;5740;16;1;1;263.03;100.36;263.03;47.35;App;Débito
167;2024-09-27;19937;41;10;2;1689.11;592.08;3378.22;257.99;Marketplace;Crédito
168;2026-01-10;8882;35;4;1;38.37;27.96;38.37;5.9;Marketplace;Crédito
169;2024-08-26;752;44;7;2;3531.52;2999.12;7063.04;1271.35;Marketplace;Crédito
170;2025-12-09;4742;58;2;4;167.97;76.07;671.88;120.94;Site;Débito
171;2025-11-03;2195;20;3;1;44.61;29.38;44.61;4.41;Site;Crédito
172;2024-06-01;3002;34;1;4;438.04;350.49;1752.16;131.09;Marketplace;PIX
173;2025-03-13;7040;24;5;1;57.98;27.74;57.98;7.38;Site;PIX
174;2026-02-09;9256;58;1;3;155.34;88.09;466.02;27.36;Marketplace;PIX
175;2024-10-30;5206;3;8;1;379.24;240.89;379.24;68.26;Site;Crédito
176;2026-01-21;8104;13;1;1;320.89;294.31;320.89;57.76;Marketplace;PIX
177;2024-08-25;15110;42;1;1;1414.47;610.59;1414.47;55.35;Site;Crédito
178;2025-09-08;4948;47;2;1;264.39;252.97;264.39;47.59;Marketplace;PIX
179;2024-09-26;17996;56;2;1;2032.16;806.14;2032.16;365.79;Loja Física;PIX
180;2024-10-11;15665;9;6;3;51.31;24.07;153.93;26.22;Marketplace;Crédito
181;2025-04-13;18416;40;7;1;137.11;88.06;137.11;24.68;Marketplace;Crédito
182;2026-06-03;16785;39;5;5;48.63;34.02;243.15;5.1;Marketplace;Crédito
183;2024-08-27;12638;8;1;3;1813.68;796.37;5441.04;649.69;Loja Física;PIX
184;2024-05-26;14365;45;1;1;175.5;79.31;175.5;5.33;App;PIX
185;2025-05-13;15788;55;3;2;6394.54;3921.03;12789.08;1225.11;Marketplace;PIX
186;2024-07-31;8609;29;2;3;3752.9;3272.97;11258.7;198.23;Site;Crédito
187;2026-02-06;13413;24;5;2;55.33;32.19;110.66;6.04;App;Crédito
188;2025-06-11;18740;20;10;2;41.18;33.85;82.36;14.82;Site;Crédito
189;2025-07-22;1439;6;6;5;2049.56;676.82;10247.8;29.39;Site;PIX
190;2026-01-01;1833;42;7;4;1508.98;589.77;6035.92;64.53;Marketplace;PIX
191;2024-11-15;17981;4;4;5;3426.89;3296.57;17134.45;2434.13;Marketplace;PIX
192;2025-11-19;1145;16;7;4;266.65;107.6;1066.6;108.18;App;Débito
193;2024-12-07;19580;35;8;3;37.87;25.63;113.61;3.43;App;PIX
194;2025-08-20;8742;25;1;2;51.65;34.23;103.3;18.59;Site;Crédito
195;2025-10-22;256;12;6;2;297.33;249.51;594.66;107.04;Marketplace;Crédito
196;2025-05-15;9808;25;8;3;50.28;34.69;150.84;27.15;Marketplace;PIX
197;2025-06-25;4209;39;5;5;43.41;30.38;217.05;12.02;Site;PIX
198;2025-06-29;17064;33;4;1;49.8;24.81;49.8;8.96;App;PIX
199;2024-12-31;4936;46;2;4;356.16;279.27;1424.64;172.53;App;Crédito
200;2024-06-23;1033;24;6;4;56.55;27.24;226.2;0.1;App;PIX
201;2024-09-16;4115;39;6;1;45.68;30.16;45.68;8.22;Site;PIX
202;2025-08-13;6734;23;1;3;319.87;268.84;959.61;172.73;Marketplace;PIX
203;2024-11-11;15993;27;9;7;1535.27;829.1;10746.89;10.31;Marketplace;PIX
204;2026-04-15;9778;39;6;4;45.14;31.73;180.56;32.5;App;PIX
205;2025-02-12;12492;24;3;1;52.4;29.76;52.4;9.43;Site;PIX
206;2025-08-21;11274;25;4;5;53.82;35.14;269.1;10.37;Marketplace;PIX
207;2026-04-18;2412;23;4;1;287.78;267.89;287.78;49.07;Marketplace;Crédito
208;2024-10-13;15046;39;3;1;49.37;29.89;49.37;8.89;Site;PIX
209;2024-11-06;16838;24;10;1;52.08;31.88;52.08;1.38;Marketplace;Crédito
210;2025-10-02;13102;38;3;2;43.85;29.03;87.7;15.79;Marketplace;Crédito
211;2025-05-05;4291;55;3;4;6551.61;3919.46;26206.44;298.14;Site;Boleto
212;2025-02-04;12619;28;4;1;2014.21;597.03;2014.21;362.56;Site;PIX
213;2026-02-12;3151;12;7;2;323.86;244.47;647.72;61.52;Site;PIX
214;2025-07-22;2562;9;4;1;47.81;24.87;47.81;5.33;Marketplace;Boleto
215;2025-09-24;17378;9;9;1;45.76;24.65;45.76;4.92;Site;Boleto
216;2026-02-26;19761;3;1;5;382.79;234.32;1913.95;94.22;Marketplace;PIX
217;2025-10-19;591;9;8;3;45.53;23.53;136.59;5.69;Marketplace;PIX
218;2026-04-06;19182;35;7;3;34.32;27.73;102.96;5.38;Site;Boleto
219;2024-10-30;11578;5;2;1;164.48;86.52;164.48;29.61;Site;PIX
220;2025-06-18;11240;26;8;1;1514.55;626.87;1514.55;272.62;App;Crédito
221;2024-10-03;10365;45;1;4;167.11;69.35;668.44;7.77;Site;Débito
222;2024-10-23;4248;39;9;6;45.29;30.74;271.74;1.02;Site;PIX
223;2025-03-05;13396;50;9;1;4353.8;3179.56;4353.8;783.68;Marketplace;Boleto
224;2026-06-02;7910;11;2;2;3674.24;3547.48;7348.48;1322.73;Marketplace;Crédito
225;2024-06-29;16032;50;7;2;4059.19;3081.09;8118.38;468.27;Marketplace;Crédito
226;2024-10-02;18620;24;10;3;57.77;30.59;173.31;25.89;Marketplace;PIX
227;2025-08-27;3375;38;3;1;45.0;32.54;45.0;8.1;Loja Física;Débito
228;2026-03-08;18364;8;7;2;1845.29;757.73;3690.58;664.3;Marketplace;Crédito
229;2025-12-18;5100;48;10;1;254.27;110.26;254.27;2.09;App;PIX
230;2025-03-06;5223;33;9;4;53.09;25.52;212.36;7.39;Site;Débito
231;2026-01-24;9156;35;4;1;37.9;27.23;37.9;6.82;App;PIX
232;2024-08-14;2632;58;1;1;169.36;89.53;169.36;30.48;Site;PIX
233;2025-03-19;15617;1;2;1;48.5;24.59;48.5;5.03;Site;PIX
234;2026-06-06;1592;5;1;1;176.05;77.32;176.05;31.69;Site;Boleto
235;2025-04-29;1150;25;5;4;49.82;31.22;199.28;12.05;Marketplace;PIX
236;2026-01-27;11062;16;5;1;247.9;118.21;247.9;27.08;Site;Boleto
237;2025-01-26;840;34;7;5;410.76;359.85;2053.8;206.39;Marketplace;PIX
238;2024-10-11;17966;20;9;5;40.46;30.82;202.3;18.92;Marketplace;Crédito
239;2025-01-01;9143;3;9;4;359.05;237.52;1436.2;85.42;Site;Boleto
240;2025-11-19;12275;57;3;6;42.41;27.64;254.46;4.9;Marketplace;PIX
241;2026-02-25;2099;49;3;3;220.61;124.37;661.83;80.38;Loja Física;Débito
242;2024-08-04;847;45;3;2;170.97;80.05;341.94;3.02;Loja Física;PIX
243;2025-08-12;1267;34;4;3;412.53;344.83;1237.59;222.77;App;Crédito
244;2026-06-06;15359;12;8;1;304.42;269.63;304.42;54.8;Marketplace;Crédito
245;2025-02-18;5929;39;6;3;45.11;33.65;135.33;1.01;Marketplace;Boleto
246;2025-06-19;12755;3;8;1;377.98;241.05;377.98;17.1;Loja Física;Crédito
247;2025-01-25;14108;48;1;4;264.18;105.04;1056.72;22.33;Site;Boleto
248;2026-01-20;14636;43;8;5;319.22;262.4;1596.1;211.6;Loja Física;Crédito
249;2026-05-25;19134;45;4;1;159.46;83.96;159.46;28.7;Loja Física;Crédito
250;2025-06-19;7035;28;1;3;2181.65;609.53;6544.95;788.46;App;PIX
251;2026-05-08;8354;51;8;3;292.5;245.29;877.5;26.19;Marketplace;Boleto
252;2025-12-24;12001;54;4;2;1428.89;761.09;2857.78;181.55;Marketplace;Crédito
253;2025-04-19;13009;8;6;1;1771.01;733.26;1771.01;23.98;App;PIX
254;2025-04-17;14285;57;8;1;37.48;30.26;37.48;6.75;Marketplace;Crédito
255;2026-05-05;8857;2;4;3;369.0;286.68;1107.0;36.69;Marketplace;PIX
256;2026-02-07;15052;39;3;2;45.07;31.21;90.14;16.23;Site;Crédito
257;2026-01-07;3200;1;9;1;48.08;27.55;48.08;8.65;Loja Física;PIX
258;2024-10-18;10023;50;3;2;4247.1;3241.37;8494.2;1528.96;Site;PIX
259;2025-08-04;17743;57;9;4;41.7;28.25;166.8;19.55;Site;Débito
260;2025-10-20;8961;28;2;5;2177.02;718.79;10885.1;90.33;Marketplace;PIX
261;2025-02-15;4008;39;2;3;51.04;32.13;153.12;8.22;Site;Crédito
262;2025-11-28;7180;51;2;3;283.4;216.04;850.2;58.4;Loja Física;Crédito
263;2025-10-11;9367;38;6;3;50.88;27.5;152.64;27.48;Marketplace;PIX
264;2024-08-09;10173;39;3;1;51.23;32.55;51.23;2.79;Site;Crédito
265;2025-10-06;10324;5;9;1;177.48;91.61;177.48;31.95;App;Crédito
266;2024-09-07;19888;1;4;2;53.78;29.07;107.56;6.37;Site;PIX
267;2024-06-25;13437;15;1;2;2207.44;677.9;4414.88;636.6;Site;PIX
268;2025-08-09;5721;22;4;1;281.84;279.21;281.84;50.73;Site;Crédito
269;2026-05-24;9706;9;1;3;43.11;25.46;129.33;23.28;Marketplace;Crédito
270;2025-05-17;14508;13;5;3;356.64;252.85;1069.92;16.39;Marketplace;Débito
271;2026-03-14;6380;58;4;1;153.76;81.16;153.76;27.68;App;PIX
272;2025-07-26;13833;9;8;1;48.69;23.04;48.69;8.76;App;Débito
273;2026-02-04;9035;38;8;1;51.75;28.24;51.75;9.32;App;PIX
274;2026-01-23;4017;33;7;1;52.68;25.24;52.68;8.61;App;PIX
275;2025-05-09;19977;40;3;1;137.0;90.34;137.0;0.55;Site;Débito
276;2025-04-15;3393;3;1;2;384.19;232.35;768.38;137.35;Site;PIX
277;2026-05-15;17567;51;1;2;338.18;225.23;676.36;121.74;App;Crédito
278;2026-04-21;15037;1;3;2;56.29;26.23;112.58;20.26;Site;Crédito
279;2026-01-11;289;57;6;2;41.8;29.23;83.6;15.05;Site;Crédito
280;2024-08-10;10833;20;7;1;42.65;30.43;42.65;7.68;App;Crédito
281;2026-03-07;1592;57;6;2;38.39;30.64;76.78;13.82;App;Crédito
282;2025-10-31;16131;40;6;2;132.67;93.34;265.34;47.76;Marketplace;PIX
283;2025-08-20;4072;35;6;1;35.54;27.06;35.54;6.4;Marketplace;Crédito
284;2026-03-15;6271;35;3;2;39.7;24.04;79.4;5.24;Marketplace;Boleto
285;2024-05-29;3358;59;6;1;1595.79;692.57;1595.79;247.9;Site;Crédito
286;2025-11-20;19544;25;8;1;52.95;30.31;52.95;9.53;Marketplace;Débito
287;2024-06-07;10896;24;2;2;52.75;29.95;105.5;15.3;Site;Crédito
288;2024-10-01;11089;1;5;1;52.79;27.46;52.79;2.05;Site;Crédito
289;2025-12-12;10659;57;1;2;38.27;27.49;76.54;13.78;Marketplace;Crédito
290;2024-08-30;13560;15;1;2;2018.36;598.12;4036.72;462.83;Site;PIX
291;2024-12-18;16521;35;5;8;40.71;26.75;325.68;6.51;Marketplace;Boleto
292;2025-01-29;9822;34;3;2;416.7;363.68;833.4;96.86;Marketplace;Boleto
293;2024-06-20;17520;57;4;1;39.55;29.59;39.55;7.12;App;Crédito
294;2024-12-06;17293;46;3;2;382.16;326.52;764.32;0.49;Marketplace;Crédito
295;2026-03-30;977;45;1;1;153.34;79.32;153.34;22.35;Marketplace;Boleto
296;2025-09-28;5848;58;1;2;152.38;83.89;304.76;43.54;Site;Crédito
297;2024-11-01;17346;7;5;4;5105.74;4169.12;20422.96;1353.42;App;PIX
298;2025-12-18;4036;60;6;1;270.57;100.61;270.57;48.7;Marketplace;Boleto
299;2024-11-22;6475;35;3;2;36.47;26.15;72.94;0.89;Site;Crédito
300;2026-02-07;15114;38;9;2;47.49;27.52;94.98;12.02;Marketplace;Crédito
301;2025-04-13;12637;38;5;1;44.61;30.92;44.61;7.01;Marketplace;PIX
302;2024-11-02;14931;13;8;3;353.21;249.33;1059.63;42.88;Site;Débito
303;2025-11-20;5366;26;1;3;1758.68;669.44;5276.04;567.88;Site;PIX
304;2024-09-05;2064;39;5;2;42.99;30.38;85.98;15.48;Site;PIX
305;2024-08-26;5242;1;3;2;48.73;24.65;97.46;17.54;Site;PIX
306;2026-01-14;1629;44;1;4;4118.44;3026.14;16473.76;855.83;Loja Física;Crédito
307;2024-12-14;17914;33;4;2;54.75;27.13;109.5;10.7;Site;PIX
308;2025-10-14;12946;5;5;2;161.31;80.21;322.62;11.54;Marketplace;Crédito
309;2025-11-10;10700;24;7;2;54.98;29.31;109.96;19.79;App;PIX
310;2025-11-15;14771;18;1;3;2029.16;665.55;6087.48;147.08;Marketplace;Crédito
311;2025-07-08;19146;25;3;2;44.77;33.44;89.54;16.12;Site;PIX
312;2025-06-18;12728;3;2;4;368.4;228.87;1473.6;15.19;Marketplace;PIX
313;2025-03-04;2425;25;9;5;46.88;32.6;234.4;6.34;Marketplace;Boleto
314;2025-11-09;4126;57;10;2;43.33;26.94;86.66;9.85;Loja Física;Débito
315;2025-04-22;15421;27;6;4;1748.66;771.28;6994.64;1259.04;App;PIX
316;2024-07-04;13312;54;10;3;1392.89;757.85;4178.67;752.16;Site;Débito
317;2025-07-15;12236;9;3;2;51.67;23.31;103.34;1.88;Marketplace;PIX
318;2024-06-13;1877;58;8;2;151.61;84.36;303.22;54.58;Marketplace;PIX
319;2025-10-29;16190;1;8;2;56.07;29.06;112.14;9.72;Marketplace;PIX
