ID_Venda;Data_Venda;ID_Cliente;ID_Produto;ID_Cidade;Quantidade;Preco_Unitario;Custo_Unitario;Receita;Desconto;Canal_Venda;Forma_Pagamento
65;2025-05-30;11352;46;2;4;381.34;278.02;1525.36;274.56;Marketplace;Boleto
66;2026-04-19;14138;58;10;1;147.08;84.53;147.08;26.47;Site;PIX
67;2026-05-28;4393;40;4;2;129.7;94.95;259.4;46.69;Marketplace;Débito
69;2024-10-05;206;20;7;6;40.69;33.06;244.14;37.19;Marketplace;PIX
70;2026-04-08;5276;2;9;1;324.75;342.93;324.75;58.46;Loja Física;PIX
71;2024-11-30;7971;38;8;2;45.58;31.11;91.16;16.41;App;Crédito
72;2026-05-28;15907;46;5;8;358.14;298.82;2865.12;12.46;Marketplace;PIX
73;2024-06-26;14185;43;2;1;348.84;281.74;348.84;62.79;Marketplace;Boleto
74;2025-08-14;11134;1;5;1;49.96;25.75;49.96;5.25;App;PIX
75;2025-07-07;14307;35;8;1;36.56;26.67;36.56;6.58;Site;PIX
76;2025-01-01;6247;35;10;2;36.81;27.93;73.62;13.25;Site;Crédito
78;2025-01-06;7113;43;9;3;362.4;271.75;1087.2;131.97;Marketplace;PIX
80;2025-10-16;17317;25;9;2;45.95;33.65;91.9;14.65;Marketplace;Débito
81;2025-12-26;13537;43;7;2;307.01;312.97;614.02;71.1;App;Crédito
82;2025-11-12;12225;38;9;8;48.42;28.81;387.36;36.18;Site;Crédito
83;2024-09-18;13916;9;8;2;46.67;25.0;93.34;16.8;Marketplace;Boleto
85;2026-01-20;9532;38;8;1;46.18;28.89;46.18;8.31;Marketplace;Boleto
86;2024-12-27;12070;38;8;3;45.38;31.0;136.14;5.65;Marketplace;PIX
87;2026-01-10;4062;1;3;2;56.01;25.17;112.02;20.16;Site;Boleto
88;2025-05-17;16449;35;1;3;35.63;26.13;106.89;4.77;Site;Crédito
89;2024-10-22;4381;40;8;5;122.9;86.67;614.5;31.57;App;Débito
90;2024-08-05;14844;49;3;2;195.92;122.83;391.84;29.84;Site;Boleto
91;2024-08-02;6890;35;3;1;37.57;23.57;37.57;4.48;Marketplace;Boleto
92;2025-12-05;3671;39;1;8;52.03;32.93;416.24;3.24;Site;Crédito
93;2026-03-07;11791;31;5;2;210.16;108.24;420.32;25.8;App;Crédito
95;2025-09-08;9047;33;7;2;55.1;25.91;110.2;19.84;App;PIX
96;2025-02-25;19928;57;10;2;41.88;30.69;83.76;6.57;Site;Crédito
98;2026-01-28;16589;39;7;6;45.65;33.67;273.9;49.3;Site;Boleto
99;2025-04-10;901;13;9;1;343.38;268.74;343.38;61.81;Marketplace;PIX
102;2024-11-27;6835;1;1;1;49.52;28.66;49.52;8.91;Site;PIX
103;2024-07-15;10516;20;7;3;45.54;29.19;136.62;11.2;Marketplace;Boleto
104;2025-04-13;1345;20;7;1;42.16;28.12;42.16;7.59;Site;PIX
105;2025-04-25;13425;49;8;4;206.01;114.07;824.04;148.33;App;PIX
106;2024-05-29;11999;38;5;5;45.12;27.88;225.6;2.88;Marketplace;Crédito
107;2025-01-07;7263;9;3;1;43.03;24.83;43.03;7.75;Marketplace;PIX
108;2026-01-26;399;16;8;1;279.0;118.55;279.0;30.03;App;PIX
110;2025-10-19;4354;57;3;3;40.71;27.36;122.13;17.28;Marketplace;Débito
111;2024-09-28;6357;40;1;1;130.24;89.8;130.24;23.44;Marketplace;PIX
112;2025-03-30;1341;38;3;1;48.55;31.36;48.55;8.74;Marketplace;PIX
113;2026-02-19;18588;25;5;2;45.64;34.31;91.28;16.43;Loja Física;Crédito
114;2025-08-28;14768;39;3;4;51.58;29.03;206.32;37.14;App;PIX
115;2026-02-11;5207;49;1;1;216.7;127.42;216.7;39.01;Site;Crédito
116;2024-08-17;6183;47;5;3;287.08;252.21;861.24;124.83;App;PIX
117;2024-07-02;17776;35;10;1;35.91;24.52;35.91;6.46;App;Crédito
118;2025-08-04;12438;38;7;2;51.88;32.22;103.76;17.79;Marketplace;Boleto
119;2024-08-16;17245;3;7;3;396.19;216.28;1188.57;126.28;App;PIX
120;2024-09-28;7988;1;9;1;49.97;25.31;49.97;8.99;Site;PIX
121;2025-07-13;16008;57;10;1;40.24;29.02;40.24;7.24;App;Crédito
122;2024-09-03;11636;40;10;3;132.72;85.27;398.16;66.88;App;PIX
123;2025-06-03;18243;39;3;1;49.61;33.95;49.61;8.93;Marketplace;Crédito
124;2026-02-27;8951;25;7;3;46.51;32.22;139.53;25.12;Marketplace;PIX
125;2025-07-21;12364;35;1;2;40.42;27.2;80.84;0.29;Marketplace;PIX
126;2026-04-20;16955;57;4;2;41.75;31.78;83.5;12.54;Site;Crédito
127;2024-09-11;17275;34;4;1;464.76;356.48;464.76;39.86;App;PIX
128;2025-12-19;4669;12;5;2;335.09;259.3;670.18;120.63;App;Crédito
130;2025-09-17;16502;5;7;4;159.33;90.57;637.32;8.79;Site;Crédito
131;2025-05-22;15543;9;4;3;44.53;26.63;133.59;1.78;Marketplace;Crédito
133;2026-02-08;11808;5;3;1;173.28;83.76;173.28;2.43;Marketplace;Crédito
134;2026-04-18;9512;24;6;1;56.67;33.13;56.67;6.25;Marketplace;Crédito
135;2026-02-01;6373;24;2;4;54.95;31.36;219.8;23.24;Loja Física;Débito
136;2025-06-26;13640;60;10;3;230.23;111.39;690.69;124.32;Marketplace;PIX
137;2026-04-11;8398;24;9;1;47.91;32.37;47.91;8.62;Site;PIX
140;2025-10-31;9438;58;4;3;153.99;82.67;461.97;6.38;Loja Física;PIX
141;2025-03-06;7027;25;10;1;44.29;29.98;44.29;7.97;Loja Física;Crédito
142;2025-01-13;12118;23;7;1;301.9;229.15;301.9;29.12;Marketplace;Crédito
143;2024-08-30;4845;38;9;5;43.36;29.43;216.8;28.55;Site;Crédito
144;2024-11-17;988;22;7;2;298.17;318.03;596.34;107.34;Marketplace;PIX
146;2026-05-21;3565;1;1;5;50.19;23.95;250.95;17.5;Marketplace;PIX
149;2024-07-03;4131;58;4;1;168.79;78.95;168.79;30.38;Marketplace;PIX
150;2025-01-09;9800;1;9;3;53.11;26.71;159.33;25.42;Marketplace;PIX
151;2025-07-23;11883;60;3;1;259.4;113.24;259.4;46.69;App;PIX
153;2025-06-24;16488;31;6;1;214.7;94.19;214.7;38.65;Marketplace;Crédito
154;2025-01-26;6269;35;8;2;34.93;27.95;69.86;5.84;Site;PIX
155;2024-06-01;17324;35;9;2;38.64;26.0;77.28;12.37;Loja Física;Débito
156;2025-10-20;12538;9;5;2;43.43;27.04;86.86;0.02;Marketplace;PIX
157;2024-12-08;19954;1;1;3;56.36;24.06;169.08;9.41;Site;PIX
158;2025-09-05;2807;35;3;3;39.83;28.13;119.49;17.82;App;Débito
159;2026-02-03;13781;1;10;3;55.25;27.68;165.75;29.83;Marketplace;PIX
160;2025-12-19;3845;51;8;2;338.33;216.13;676.66;24.95;Site;PIX
161;2025-07-26;286;33;6;5;51.84;26.39;259.2;22.32;Marketplace;Crédito
162;2026-04-16;14394;5;8;2;177.95;92.05;355.9;14.47;Site;PIX
163;2026-03-21;6222;57;9;1;36.88;31.54;36.88;6.64;Site;Crédito
164;2024-08-22;9145;45;4;1;156.79;77.92;156.79;28.22;Site;PIX
165;2024-05-27;6716;39;1;2;45.87;33.89;91.74;16.51;Marketplace;Débito
166;2025-12-20;5740;16;1;1;263.03;100.36;263.03;47.35;App;Débito
168;2026-01-10;8882;35;4;1;38.37;27.96;38.37;5.9;Marketplace;Crédito
170;2025-12-09;4742;58;2;4;167.97;76.07;671.88;120.94;Site;Débito
171;2025-11-03;2195;20;3;1;44.61;29.38;44.61;4.41;Site;Crédito
172;2024-06-01;3002;34;1;4;438.04;350.49;1752.16;131.09;Marketplace;PIX
173;2025-03-13;7040;24;5;1;57.98;27.74;57.98;7.38;Site;PIX
174;2026-02-09;9256;58;1;3;155.34;88.09;466.02;27.36;Marketplace;PIX
175;2024-10-30;5206;3;8;1;379.24;240.89;379.24;68.26;Site;Crédito
176;2026-01-21;8104;13;1;1;320.89;294.31;320.89;57.76;Marketplace;PIX
178;2025-09-08;4948;47;2;1;264.39;252.97;264.39;47.59;Marketplace;PIX
180;2024-10-11;15665;9;6;3;51.31;24.07;153.93;26.22;Marketplace;Crédito
181;2025-04-13;18416;40;7;1;137.11;88.06;137.11;24.68;Marketplace;Crédito
182;2026-06-03;16785;39;5;5;48.63;34.02;243.15;5.1;Marketplace;Crédito
184;2024-05-26;14365;45;1;1;175.5;79.31;175.5;5.33;App;PIX
187;2026-02-06;13413;24;5;2;55.33;32.19;110.66;6.04;App;Crédito
188;2025-06-11;18740;20;10;2;41.18;33.85;82.36;14.82;Site;Crédito
192;2025-11-19;1145;16;7;4;266.65;107.6;1066.6;108.18;App;Débito
193;2024-12-07;19580;35;8;3;37.87;25.63;113.61;3.43;App;PIX
194;2025-08-20;8742;25;1;2;51.65;34.23;103.3;18.59;Site;Crédito
195;2025-10-22;256;12;6;2;297.33;249.51;594.66;107.04;Marketplace;Crédito
196;2025-05-15;9808;25;8;3;50.28;34.69;150.84;27.15;Marketplace;PIX
197;2025-06-25;4209;39;5;5;43.41;30.38;217.05;12.02;Site;PIX
198;2025-06-29;17064;33;4;1;49.8;24.81;49.8;8.96;App;PIX
199;2024-12-31;4936;46;2;4;356.16;279.27;1424.64;172.53;App;Crédito
200;2024-06-23;1033;24;6;4;56.55;27.24;226.2;0.1;App;PIX
201;2024-09-16;4115;39;6;1;45.68;30.16;45.68;8.22;Site;PIX
202;2025-08-13;6734;23;1;3;319.87;268.84;959.61;172.73;Marketplace;PIX
204;2026-04-15;9778;39;6;4;45.14;31.73;180.56;32.5;App;PIX
205;2025-02-12;12492;24;3;1;52.4;29.76;52.4;9.43;Site;PIX
206;2025-08-21;11274;25;4;5;53.82;35.14;269.1;10.37;Marketplace;PIX
207;2026-04-18;2412;23;4;1;287.78;267.89;287.78;49.07;Marketplace;Crédito
208;2024-10-13;15046;39;3;1;49.37;29.89;49.37;8.89;Site;PIX
209;2024-11-06;16838;24;10;1;52.08;31.88;52.08;1.38;Marketplace;Crédito
210;2025-10-02;13102;38;3;2;43.85;29.03;87.7;15.79;Marketplace;Crédito
213;2026-02-12;3151;12;7;2;323.86;244.47;647.72;61.52;Site;PIX
214;2025-07-22;2562;9;4;1;47.81;24.87;47.81;5.33;Marketplace;Boleto
215;2025-09-24;17378;9;9;1;45.76;24.65;45.76;4.92;Site;Boleto
216;2026-02-26;19761;3;1;5;382.79;234.32;1913.95;94.22;Marketplace;PIX
217;2025-10-19;591;9;8;3;45.53;23.53;136.59;5.69;Marketplace;PIX
218;2026-04-06;19182;35;7;3;34.32;27.73;102.96;5.38;Site;Boleto
219;2024-10-30;11578;5;2;1;164.48;86.52;164.48;29.61;Site;PIX
221;2024-10-03;10365;45;1;4;167.11;69.35;668.44;7.77;Site;Débito
222;2024-10-23;4248;39;9;6;45.29;30.74;271.74;1.02;Site;PIX
226;2024-10-02;18620;24;10;3;57.77;30.59;173.31;25.89;Marketplace;PIX
227;2025-08-27;3375;38;3;1;45.0;32.54;45.0;8.1;Loja Física;Débito
229;2025-12-18;5100;48;10;1;254.27;110.26;254.27;2.09;App;PIX
230;2025-03-06;5223;33;9;4;53.09;25.52;212.36;7.39;Site;Débito
231;2026-01-24;9156;35;4;1;37.9;27.23;37.9;6.82;App;PIX
232;2024-08-14;2632;58;1;1;169.36;89.53;169.36;30.48;Site;PIX
233;2025-03-19;15617;1;2;1;48.5;24.59;48.5;5.03;Site;PIX
234;2026-06-06;1592;5;1;1;176.05;77.32;176.05;31.69;Site;Boleto
235;2025-04-29;1150;25;5;4;49.82;31.22;199.28;12.05;Marketplace;PIX
236;2026-01-27;11062;16;5;1;247.9;118.21;247.9;27.08;Site;Boleto
237;2025-01-26;840;34;7;5;410.76;359.85;2053.8;206.39;Marketplace;PIX
238;2024-10-11;17966;20;9;5;40.46;30.82;202.3;18.92;Marketplace;Crédito
239;2025-01-01;9143;3;9;4;359.05;237.52;1436.2;85.42;Site;Boleto
240;2025-11-19;12275;57;3;6;42.41;27.64;254.46;4.9;Marketplace;PIX
241;2026-02-25;2099;49;3;3;220.61;124.37;661.83;80.38;Loja Física;Débito
242;2024-08-04;847;45;3;2;170.97;80.05;341.94;3.02;Loja Física;PIX
243;2025-08-12;1267;34;4;3;412.53;344.83;1237.59;222.77;App;Crédito
244;2026-06-06;15359;12;8;1;304.42;269.63;304.42;54.8;Marketplace;Crédito
245;2025-02-18;5929;39;6;3;45.11;33.65;135.33;1.01;Marketplace;Boleto
246;2025-06-19;12755;3;8;1;377.98;241.05;377.98;17.1;Loja Física;Crédito
247;2025-01-25;14108;48;1;4;264.18;105.04;1056.72;22.33;Site;Boleto
248;2026-01-20;14636;43;8;5;319.22;262.4;1596.1;211.6;Loja Física;Crédito
249;2026-05-25;19134;45;4;1;159.46;83.96;159.46;28.7;Loja Física;Crédito
251;2026-05-08;8354;51;8;3;292.5;245.29;877.5;26.19;Marketplace;Boleto
254;2025-04-17;14285;57;8;1;37.48;30.26;37.48;6.75;Marketplace;Crédito
255;2026-05-05;8857;2;4;3;369.0;286.68;1107.0;36.69;Marketplace;PIX
256;2026-02-07;15052;39;3;2;45.07;31.21;90.14;16.23;Site;Crédito
257;2026-01-07;3200;1;9;1;48.08;27.55;48.08;8.65;Loja Física;PIX
259;2025-08-04;17743;57;9;4;41.7;28.25;166.8;19.55;Site;Débito
261;2025-02-15;4008;39;2;3;51.04;32.13;153.12;8.22;Site;Crédito
262;2025-11-28;7180;51;2;3;283.4;216.04;850.2;58.4;Loja Física;Crédito
263;2025-10-11;9367;38;6;3;50.88;27.5;152.64;27.48;Marketplace;PIX
264;2024-08-09;10173;39;3;1;51.23;32.55;51.23;2.79;Site;Crédito
265;2025-10-06;10324;5;9;1;177.48;91.61;177.48;31.95;App;Crédito
266;2024-09-07;19888;1;4;2;53.78;29.07;107.56;6.37;Site;PIX
268;2025-08-09;5721;22;4;1;281.84;279.21;281.84;50.73;Site;Crédito
269;2026-05-24;9706;9;1;3;43.11;25.46;129.33;23.28;Marketplace;Crédito
270;2025-05-17;14508;13;5;3;356.64;252.85;1069.92;16.39;Marketplace;Débito
271;2026-03-14;6380;58;4;1;153.76;81.16;153.76;27.68;App;PIX
272;2025-07-26;13833;9;8;1;48.69;23.04;48.69;8.76;App;Débito
273;2026-02-04;9035;38;8;1;51.75;28.24;51.75;9.32;App;PIX
274;2026-01-23;4017;33;7;1;52.68;25.24;52.68;8.61;App;PIX
275;2025-05-09;19977;40;3;1;137.0;90.34;137.0;0.55;Site;Débito
276;2025-04-15;3393;3;1;2;384.19;232.35;768.38;137.35;Site;PIX
277;2026-05-15;17567;51;1;2;338.18;225.23;676.36;121.74;App;Crédito
278;2026-04-21;15037;1;3;2;56.29;26.23;112.58;20.26;Site;Crédito
279;2026-01-11;289;57;6;2;41.8;29.23;83.6;15.05;Site;Crédito
280;2024-08-10;10833;20;7;1;42.65;30.43;42.65;7.68;App;Crédito
281;2026-03-07;1592;57;6;2;38.39;30.64;76.78;13.82;App;Crédito
282;2025-10-31;16131;40;6;2;132.67;93.34;265.34;47.76;Marketplace;PIX
283;2025-08-20;4072;35;6;1;35.54;27.06;35.54;6.4;Marketplace;Crédito
284;2026-03-15;6271;35;3;2;39.7;24.04;79.4;5.24;Marketplace;Boleto
286;2025-11-20;19544;25;8;1;52.95;30.31;52.95;9.53;Marketplace;Débito
287;2024-06-07;10896;24;2;2;52.75;29.95;105.5;15.3;Site;Crédito
288;2024-10-01;11089;1;5;1;52.79;27.46;52.79;2.05;Site;Crédito
289;2025-12-12;10659;57;1;2;38.27;27.49;76.54;13.78;Marketplace;Crédito
291;2024-12-18;16521;35;5;8;40.71;26.75;325.68;6.51;Marketplace;Boleto
292;2025-01-29;9822;34;3;2;416.7;363.68;833.4;96.86;Marketplace;Boleto
293;2024-06-20;17520;57;4;1;39.55;29.59;39.55;7.12;App;Crédito
294;2024-12-06;17293;46;3;2;382.16;326.52;764.32;0.49;Marketplace;Crédito
295;2026-03-30;977;45;1;1;153.34;79.32;153.34;22.35;Marketplace;Boleto
296;2025-09-28;5848;58;1;2;152.38;83.89;304.76;43.54;Site;Crédito
298;2025-12-18;4036;60;6;1;270.57;100.61;270.57;48.7;Marketplace;Boleto
299;2024-11-22;6475;35;3;2;36.47;26.15;72.94;0.89;Site;Crédito
300;2026-02-07;15114;38;9;2;47.49;27.52;94.98;12.02;Marketplace;Crédito
301;2025-04-13;12637;38;5;1;44.61;30.92;44.61;7.01;Marketplace;PIX
302;2024-11-02;14931;13;8;3;353.21;249.33;1059.63;42.88;Site;Débito
304;2024-09-05;2064;39;5;2;42.99;30.38;85.98;15.48;Site;PIX
305;2024-08-26;5242;1;3;2;48.73;24.65;97.46;17.54;Site;PIX
307;2024-12-14;17914;33;4;2;54.75;27.13;109.5;10.7;Site;PIX
308;2025-10-14;12946;5;5;2;161.31;80.21;322.62;11.54;Marketplace;Crédito
309;2025-11-10;10700;24;7;2;54.98;29.31;109.96;19.79;App;PIX
311;2025-07-08;19146;25;3;2;44.77;33.44;89.54;16.12;Site;PIX
312;2025-06-18;12728;3;2;4;368.4;228.87;1473.6;15.19;Marketplace;PIX
313;2025-03-04;2425;25;9;5;46.88;32.6;234.4;6.34;Marketplace;Boleto
314;2025-11-09;4126;57;10;2;43.33;26.94;86.66;9.85;Loja Física;Débito
317;2025-07-15;12236;9;3;2;51.67;23.31;103.34;1.88;Marketplace;PIX
318;2024-06-13;1877;58;8;2;151.61;84.36;303.22;54.58;Marketplace;PIX
319;2025-10-29;16190;1;8;2;56.07;29.06;112.14;9.72;Marketplace;PIX
320;2024-10-15;5768;20;2;5;47.16;30.24;235.8;5.5;Marketplace;PIX
321;2026-05-23;5369;39;6;2;46.46;33.25;92.92;0.57;Site;PIX
322;2025-11-02;2600;9;7;2;50.52;27.4;101.04;1.6;Site;Boleto
323;2026-01-29;2534;35;2;1;39.5;26.63;39.5;7.11;Site;PIX
325;2025-11-06;11986;33;2;2;52.07;24.82;104.14;11.74;Loja Física;PIX
326;2024-09-06;18143;57;10;6;40.14;32.23;240.84;11.51;Site;Crédito
327;2025-01-24;18101;16;1;1;243.5;101.66;243.5;43.83;Site;PIX
328;2025-03-11;1679;1;8;3;50.66;26.12;151.98;27.36;Site;Crédito
329;2025-06-26;7389;13;1;1;351.58;249.56;351.58;59.43;Marketplace;PIX
331;2026-03-19;5857;33;6;1;54.89;26.61;54.89;9.88;Marketplace;Crédito
332;2024-10-10;14380;38;7;5;42.76;30.49;213.8;28.44;App;Débito
333;2025-04-07;19588;20;10;2;40.48;29.14;80.96;2.62;Marketplace;PIX
334;2025-01-06;14513;33;7;1;56.7;24.97;56.7;4.0;Marketplace;Crédito
335;2026-03-02;9790;33;10;2;50.13;27.26;100.26;18.05;Marketplace;PIX
336;2025-10-02;1695;40;3;3;138.78;95.78;416.34;74.94;Marketplace;Crédito
337;2025-07-27;3380;47;2;2;300.6;251.04;601.2;108.22;App;PIX
339;2024-12-24;4013;33;8;1;56.52;25.03;56.52;10.17;Site;Crédito
340;2024-11-02;8434;24;10;2;57.8;28.56;115.6;9.89;Marketplace;Débito
341;2026-04-18;4283;1;7;7;53.71;26.7;375.97;41.15;Site;Boleto
342;2024-11-02;17535;58;9;2;142.81;85.65;285.62;51.41;Site;Crédito
343;2024-08-10;15417;25;4;6;50.98;34.38;305.88;2.67;Marketplace;PIX
344;2024-09-02;9375;60;4;4;233.5;100.01;934.0;144.61;Site;Crédito
345;2026-02-03;9978;40;1;1;133.75;87.94;133.75;2.01;Marketplace;Crédito
346;2025-05-21;6163;31;8;4;211.49;93.14;845.96;48.78;Site;PIX
347;2025-11-09;3490;13;3;1;371.85;252.6;371.85;66.93;Site;Crédito
348;2026-01-31;8619;20;7;2;43.5;31.36;87.0;7.81;Marketplace;PIX
349;2025-12-24;6166;9;2;2;45.4;24.62;90.8;16.34;Marketplace;PIX
350;2025-12-24;9649;60;2;3;264.05;107.06;792.15;32.46;Site;PIX
351;2024-08-11;11224;22;7;3;305.61;293.5;916.83;165.03;Site;Débito
352;2026-01-09;11763;1;6;1;56.91;25.61;56.91;10.24;App;PIX
353;2025-02-08;14436;39;3;4;50.93;32.98;203.72;6.06;Site;PIX
354;2026-04-20;1754;20;9;1;40.93;28.88;40.93;6.11;Marketplace;Débito
355;2026-04-06;5472;5;10;6;161.86;86.14;971.16;109.57;Marketplace;Crédito
356;2026-05-10;547;38;6;7;45.1;32.5;315.7;21.03;Site;Crédito
357;2025-07-01;982;58;10;3;155.88;83.44;467.64;4.45;Marketplace;PIX
358;2025-09-02;2235;1;10;2;48.61;26.64;97.22;11.0;Site;Crédito
359;2026-04-18;8919;2;6;7;366.63;343.21;2566.41;226.05;Loja Física;Débito
360;2025-04-04;10906;9;1;1;43.22;23.87;43.22;4.49;Site;Crédito
361;2025-11-01;10671;35;4;2;35.5;28.75;71.0;5.83;Marketplace;Crédito
362;2025-12-15;15142;9;10;2;50.47;24.69;100.94;18.17;Site;Crédito
363;2025-04-30;18303;57;6;1;40.49;27.93;40.49;7.29;Site;Crédito
364;2024-06-13;5789;57;6;1;35.54;28.45;35.54;6.4;Site;Crédito
366;2024-10-06;4435;47;1;1;278.45;245.98;278.45;50.12;Marketplace;Crédito
367;2026-05-12;13303;57;8;2;42.04;28.78;84.08;11.21;Loja Física;Débito
368;2024-11-21;10560;38;5;1;43.92;27.59;43.92;6.67;App;Crédito
369;2024-06-02;6232;5;5;2;150.39;80.57;300.78;13.44;Marketplace;PIX
373;2024-12-08;17853;57;4;2;37.5;28.94;75.0;13.5;Marketplace;Boleto
374;2026-03-30;13627;5;3;1;153.24;80.65;153.24;27.58;Site;PIX
375;2026-01-07;135;38;7;5;46.63;32.24;233.15;6.51;Marketplace;Crédito
376;2026-03-19;15626;9;8;2;50.01;26.49;100.02;14.78;Marketplace;PIX
377;2025-07-24;19049;33;4;4;49.35;24.24;197.4;23.67;App;PIX
378;2026-02-23;9443;34;2;1;406.03;369.41;406.03;73.09;Marketplace;Boleto
379;2025-10-01;12056;13;10;2;343.55;251.36;687.1;6.08;App;PIX
380;2024-10-23;4541;22;3;1;332.02;277.44;332.02;16.93;Marketplace;PIX
382;2025-04-10;11337;40;8;8;122.98;92.48;983.84;13.93;Site;Boleto
383;2024-06-19;2844;57;3;1;38.95;27.15;38.95;7.01;Site;PIX
384;2025-08-14;16331;24;10;2;48.92;28.21;97.84;4.18;App;PIX
385;2026-02-13;18903;57;7;1;43.34;31.97;43.34;7.8;Site;PIX
386;2026-03-08;6926;25;10;2;51.26;33.1;102.52;8.86;App;PIX
