ID_Venda;Data_Venda;ID_Cliente;ID_Produto;ID_Cidade;Quantidade;Preco_Unitario;Custo_Unitario;Receita;Desconto;Canal_Venda;Forma_Pagamento
75;07/07/2025;14307;35;8;1;36,56;26,67;36,56;6,58;Site;PIX
76;01/01/2025;6247;35;10;2;36,81;27,93;73,62;13,25;Site;Crédito
77;03/10/2025;3169;56;9;1;2.041,54;787,74;2.041,54;367,48;App;PIX
78;06/01/2025;7113;43;9;3;362,40;271,75;1.087,20;131,97;Marketplace;PIX
79;27/06/2024;999999;26;1;2;1.800,27;649,47;3.600,54;428,01;Marketplace;Débito
80;16/10/2025;17317;25;9;2;45,95;33,65;91,90;14,65;Marketplace;Débito
81;26/12/2025;13537;43;7;2;307,01;312,97;614,02;71,10;App;Crédito
82;12/11/2025;12225;38;9;8;48,42;28,81;387,36;36,18;Site;Crédito
83;18/09/2024;13916;9;8;2;46,67;25,00;93,34;16,80;Marketplace;Boleto
84;31/08/2025;131;41;1;1;1.674,61;675,27;1.674,61;301,43;Marketplace;PIX
85;20/01/2026;9532;38;8;1;46,18;28,89;46,18;8,31;Marketplace;Boleto
86;27/12/2024;12070;38;8;3;45,38;31,00;136,14;5,65;Marketplace;PIX
87;10/01/2026;4062;1;3;2;56,01;25,17;112,02;20,16;Site;Boleto
88;17/05/2025;16449;35;1;3;35,63;26,13;106,89;4,77;Site;Crédito
89;22/10/2024;4381;40;8;5;122,90;86,67;614,50;31,57;App;Débito
90;05/08/2024;14844;49;3;2;195,92;122,83;391,84;29,84;Site;Boleto
91;02/08/2024;6890;35;3;1;37,57;23,57;37,57;4,48;Marketplace;Boleto
92;05/12/2025;3671;39;1;8;52,03;32,93;416,24;3,24;Site;Crédito
93;07/03/2026;11791;31;5;2;210,16;108,24;420,32;25,80;App;Crédito
94;07/09/2024;18194;54;10;1;1.651,17;789,30;1.651,17;297,21;Site;Crédito
95;08/09/2025;9047;33;7;2;55,10;25,91;110,20;19,84;App;PIX
96;25/02/2025;19928;57;10;2;41,88;30,69;83,76;6,57;Site;Crédito
97;19/04/2026;3436;56;9;2;2.081,24;741,16;4.162,48;321,54;Site;PIX
98;28/01/2026;16589;39;7;6;45,65;33,67;273,90;49,30;Site;Boleto
99;10/04/2025;901;13;9;1;343,38;268,74;343,38;61,81;Marketplace;PIX
100;04/09/2025;4353;28;8;1;2.125,47;726,07;2.125,47;39,77;Marketplace;Débito
101;19/07/2024;7823;27;2;5;1.658,23;756,64;8.291,15;177,05;Marketplace;PIX
102;27/11/2024;6835;1;1;1;49,52;28,66;49,52;8,91;Site;PIX
103;15/07/2024;10516;20;7;3;45,54;29,19;136,62;11,20;Marketplace;Boleto
104;13/04/2025;1345;20;7;1;42,16;28,12;42,16;7,59;Site;PIX
105;25/04/2025;13425;49;8;4;206,01;114,07;824,04;148,33;App;PIX
106;29/05/2024;11999;38;5;5;45,12;27,88;225,60;2,88;Marketplace;Crédito
107;07/01/2025;7263;9;3;1;43,03;24,83;43,03;7,75;Marketplace;PIX
108;26/01/2026;399;16;8;1;279,00;118,55;279,00;30,03;App;PIX
109;01/10/2025;13369;32;6;5;1.690,36;584,80;8.451,80;560,22;Marketplace;Crédito
110;19/10/2025;4354;57;3;3;40,71;27,36;122,13;17,28;Marketplace;Débito
111;28/09/2024;6357;40;1;1;130,24;89,80;130,24;23,44;Marketplace;PIX
112;30/03/2025;1341;38;3;1;48,55;31,36;48,55;8,74;Marketplace;PIX
113;19/02/2026;18588;25;5;2;45,64;34,31;91,28;16,43;Loja Física;Crédito
114;28/08/2025;14768;39;3;4;51,58;29,03;206,32;37,14;App;PIX
115;11/02/2026;5207;49;1;1;216,70;127,42;216,70;39,01;Site;Crédito
116;17/08/2024;6183;47;5;3;287,08;252,21;861,24;124,83;App;PIX
117;02/07/2024;17776;35;10;1;35,91;24,52;35,91;6,46;App;Crédito
118;04/08/2025;12438;38;7;2;51,88;32,22;103,76;17,79;Marketplace;Boleto
119;16/08/2024;17245;3;7;3;396,19;216,28;1.188,57;126,28;App;PIX
120;28/09/2024;7988;1;9;1;49,97;25,31;49,97;8,99;Site;PIX
121;13/07/2025;16008;57;10;1;40,24;29,02;40,24;7,24;App;Crédito
122;03/09/2024;11636;40;10;3;132,72;85,27;398,16;66,88;App;PIX
123;03/06/2025;18243;39;3;1;49,61;33,95;49,61;8,93;Marketplace;Crédito
124;27/02/2026;8951;25;7;3;46,51;32,22;139,53;25,12;Marketplace;PIX
125;21/07/2025;12364;35;1;2;40,42;27,20;80,84;0,29;Marketplace;PIX
126;20/04/2026;16955;57;4;2;41,75;31,78;83,50;12,54;Site;Crédito
127;11/09/2024;17275;34;4;1;464,76;356,48;464,76;39,86;App;PIX
128;19/12/2025;4669;12;5;2;335,09;259,30;670,18;120,63;App;Crédito
129;11/10/2025;14582;44;7;2;4.045,47;3.044,15;8.090,94;736,83;Marketplace;Boleto
130;17/09/2025;16502;5;7;4;159,33;90,57;637,32;8,79;Site;Crédito
131;22/05/2025;15543;9;4;3;44,53;26,63;133,59;1,78;Marketplace;Crédito
132;01/09/2024;10880;8;7;2;1.563,34;735,60;3.126,68;562,80;Marketplace;PIX
133;08/02/2026;11808;5;3;1;173,28;83,76;173,28;2,43;Marketplace;Crédito
134;18/04/2026;9512;24;6;1;56,67;33,13;56,67;6,25;Marketplace;Crédito
135;01/02/2026;6373;24;2;4;54,95;31,36;219,80;23,24;Loja Física;Débito
136;26/06/2025;13640;60;10;3;230,23;111,39;690,69;124,32;Marketplace;PIX
137;11/04/2026;8398;24;9;1;47,91;32,37;47,91;8,62;Site;PIX
138;08/09/2024;6045;41;5;7;1.583,97;686,11;11.087,79;40,88;Site;PIX
139;12/12/2024;13466;37;6;4;4.130,15;3.484,77;16.520,60;849,22;Marketplace;Crédito
140;31/10/2025;9438;58;4;3;153,99;82,67;461,97;6,38;Loja Física;PIX
141;06/03/2025;7027;25;10;1;44,29;29,98;44,29;7,97;Loja Física;Crédito
142;13/01/2025;12118;23;7;1;301,90;229,15;301,90;29,12;Marketplace;Crédito
143;30/08/2024;4845;38;9;5;43,36;29,43;216,80;28,55;Site;Crédito
144;17/11/2024;988;22;7;2;298,17;318,03;596,34;107,34;Marketplace;PIX
145;22/07/2025;15561;55;1;4;7.206,77;3.749,76;28.827,08;2.284,36;Marketplace;Crédito
146;21/05/2026;3565;1;1;5;50,19;23,95;250,95;17,50;Marketplace;PIX
147;24/05/2026;542;44;9;2;4.146,26;2.925,17;8.292,52;1.492,65;Site;PIX
148;05/07/2024;7513;28;9;3;2.248,38;711,66;6.745,14;788,04;Site;Crédito
149;03/07/2024;4131;58;4;1;168,79;78,95;168,79;30,38;Marketplace;PIX
150;09/01/2025;9800;1;9;3;53,11;26,71;159,33;25,42;Marketplace;PIX
151;23/07/2025;11883;60;3;1;259,40;113,24;259,40;46,69;App;PIX
152;15/10/2025;18010;15;7;3;2.232,51;587,60;6.697,53;67,78;Marketplace;PIX
153;24/06/2025;16488;31;6;1;214,70;94,19;214,70;38,65;Marketplace;Crédito
154;26/01/2025;6269;35;8;2;34,93;27,95;69,86;5,84;Site;PIX
155;01/06/2024;17324;35;9;2;38,64;26,00;77,28;12,37;Loja Física;Débito
156;20/10/2025;12538;9;5;2;43,43;27,04;86,86;0,02;Marketplace;PIX
157;08/12/2024;19954;1;1;3;56,36;24,06;169,08;9,41;Site;PIX
158;05/09/2025;2807;35;3;3;39,83;28,13;119,49;17,82;App;Débito
159;03/02/2026;13781;1;10;3;55,25;27,68;165,75;29,83;Marketplace;PIX
160;19/12/2025;3845;51;8;2;338,33;216,13;676,66;24,95;Site;PIX
161;26/07/2025;286;33;6;5;51,84;26,39;259,20;22,32;Marketplace;Crédito
162;16/04/2026;14394;5;8;2;177,95;92,05;355,90;14,47;Site;PIX
163;21/03/2026;6222;57;9;1;36,88;31,54;36,88;6,64;Site;Crédito
164;22/08/2024;9145;45;4;1;156,79;77,92;156,79;28,22;Site;PIX
165;27/05/2024;6716;39;1;2;45,87;33,89;91,74;16,51;Marketplace;Débito
166;20/12/2025;5740;16;1;1;263,03;100,36;263,03;47,35;App;Débito
167;27/09/2024;19937;41;10;2;1.689,11;592,08;3.378,22;257,99;Marketplace;Crédito
168;10/01/2026;8882;35;4;1;38,37;27,96;38,37;5,90;Marketplace;Crédito
169;26/08/2024;752;44;7;2;3.531,52;2.999,12;7.063,04;1.271,35;Marketplace;Crédito
170;09/12/2025;4742;58;2;4;167,97;76,07;671,88;120,94;Site;Débito
171;03/11/2025;2195;20;3;1;44,61;29,38;44,61;4,41;Site;Crédito
172;01/06/2024;3002;34;1;4;438,04;350,49;1.752,16;131,09;Marketplace;PIX
173;13/03/2025;7040;24;5;1;57,98;27,74;57,98;7,38;Site;PIX
174;09/02/2026;9256;58;1;3;155,34;88,09;466,02;27,36;Marketplace;PIX
175;30/10/2024;5206;3;8;1;379,24;240,89;379,24;68,26;Site;Crédito
176;21/01/2026;8104;13;1;1;320,89;294,31;320,89;57,76;Marketplace;PIX
177;25/08/2024;15110;42;1;1;1.414,47;610,59;1.414,47;55,35;Site;Crédito
178;08/09/2025;4948;47;2;1;264,39;252,97;264,39;47,59;Marketplace;PIX
179;26/09/2024;17996;56;2;1;2.032,16;806,14;2.032,16;365,79;Loja Física;PIX
180;11/10/2024;15665;9;6;3;51,31;24,07;153,93;26,22;Marketplace;Crédito
181;13/04/2025;18416;40;7;1;137,11;88,06;137,11;24,68;Marketplace;Crédito
182;03/06/2026;16785;39;5;5;48,63;34,02;243,15;5,10;Marketplace;Crédito
183;27/08/2024;12638;8;1;3;1.813,68;796,37;5.441,04;649,69;Loja Física;PIX
184;26/05/2024;14365;45;1;1;175,50;79,31;175,50;5,33;App;PIX
185;13/05/2025;15788;55;3;2;6.394,54;3.921,03;12.789,08;1.225,11;Marketplace;PIX
186;31/07/2024;8609;29;2;3;3.752,90;3.272,97;11.258,70;198,23;Site;Crédito
187;06/02/2026;13413;24;5;2;55,33;32,19;110,66;6,04;App;Crédito
188;11/06/2025;18740;20;10;2;41,18;33,85;82,36;14,82;Site;Crédito
189;22/07/2025;1439;6;6;5;2.049,56;676,82;10.247,80;29,39;Site;PIX
190;01/01/2026;1833;42;7;4;1.508,98;589,77;6.035,92;64,53;Marketplace;PIX
191;15/11/2024;17981;4;4;5;3.426,89;3.296,57;17.134,45;2.434,13;Marketplace;PIX
192;19/11/2025;1145;16;7;4;266,65;107,60;1.066,60;108,18;App;Débito
193;07/12/2024;19580;35;8;3;37,87;25,63;113,61;3,43;App;PIX
194;20/08/2025;8742;25;1;2;51,65;34,23;103,30;18,59;Site;Crédito
195;22/10/2025;256;12;6;2;297,33;249,51;594,66;107,04;Marketplace;Crédito
196;15/05/2025;9808;25;8;3;50,28;34,69;150,84;27,15;Marketplace;PIX
197;25/06/2025;4209;39;5;5;43,41;30,38;217,05;12,02;Site;PIX
198;29/06/2025;17064;33;4;1;49,80;24,81;49,80;8,96;App;PIX
199;31/12/2024;4936;46;2;4;356,16;279,27;1.424,64;172,53;App;Crédito
200;23/06/2024;1033;24;6;4;56,55;27,24;226,20;0,10;App;PIX
201;16/09/2024;4115;39;6;1;45,68;30,16;45,68;8,22;Site;PIX
202;13/08/2025;6734;23;1;3;319,87;268,84;959,61;172,73;Marketplace;PIX
203;11/11/2024;15993;27;9;7;1.535,27;829,10;10.746,89;10,31;Marketplace;PIX
204;15/04/2026;9778;39;6;4;45,14;31,73;180,56;32,50;App;PIX
205;12/02/2025;12492;24;3;1;52,40;29,76;52,40;9,43;Site;PIX
206;21/08/2025;11274;25;4;5;53,82;35,14;269,10;10,37;Marketplace;PIX
207;18/04/2026;2412;23;4;1;287,78;267,89;287,78;49,07;Marketplace;Crédito
208;13/10/2024;15046;39;3;1;49,37;29,89;49,37;8,89;Site;PIX
209;06/11/2024;16838;24;10;1;52,08;31,88;52,08;1,38;Marketplace;Crédito
210;02/10/2025;13102;38;3;2;43,85;29,03;87,70;15,79;Marketplace;Crédito
211;05/05/2025;4291;55;3;4;6.551,61;3.919,46;26.206,44;298,14;Site;Boleto
212;04/02/2025;12619;28;4;1;2.014,21;597,03;2.014,21;362,56;Site;PIX
213;12/02/2026;3151;12;7;2;323,86;244,47;647,72;61,52;Site;PIX
214;22/07/2025;2562;9;4;1;47,81;24,87;47,81;5,33;Marketplace;Boleto
215;24/09/2025;17378;9;9;1;45,76;24,65;45,76;4,92;Site;Boleto
216;26/02/2026;19761;3;1;5;382,79;234,32;1.913,95;94,22;Marketplace;PIX
217;19/10/2025;591;9;8;3;45,53;23,53;136,59;5,69;Marketplace;PIX
218;06/04/2026;19182;35;7;3;34,32;27,73;102,96;5,38;Site;Boleto
219;30/10/2024;11578;5;2;1;164,48;86,52;164,48;29,61;Site;PIX
220;18/06/2025;11240;26;8;1;1.514,55;626,87;1.514,55;272,62;App;Crédito
221;03/10/2024;10365;45;1;4;167,11;69,35;668,44;7,77;Site;Débito
222;23/10/2024;4248;39;9;6;45,29;30,74;271,74;1,02;Site;PIX
223;05/03/2025;13396;50;9;1;4.353,80;3.179,56;4.353,80;783,68;Marketplace;Boleto
224;02/06/2026;7910;11;2;2;3.674,24;3.547,48;7.348,48;1.322,73;Marketplace;Crédito
225;29/06/2024;16032;50;7;2;4.059,19;3.081,09;8.118,38;468,27;Marketplace;Crédito
226;02/10/2024;18620;24;10;3;57,77;30,59;173,31;25,89;Marketplace;PIX
227;27/08/2025;3375;38;3;1;45,00;32,54;45,00;8,10;Loja Física;Débito
228;08/03/2026;18364;8;7;2;1.845,29;757,73;3.690,58;664,30;Marketplace;Crédito
229;18/12/2025;5100;48;10;1;254,27;110,26;254,27;2,09;App;PIX
230;06/03/2025;5223;33;9;4;53,09;25,52;212,36;7,39;Site;Débito
231;24/01/2026;9156;35;4;1;37,90;27,23;37,90;6,82;App;PIX
232;14/08/2024;2632;58;1;1;169,36;89,53;169,36;30,48;Site;PIX
233;19/03/2025;15617;1;2;1;48,50;24,59;48,50;5,03;Site;PIX
234;06/06/2026;1592;5;1;1;176,05;77,32;176,05;31,69;Site;Boleto
235;29/04/2025;1150;25;5;4;49,82;31,22;199,28;12,05;Marketplace;PIX
236;27/01/2026;11062;16;5;1;247,90;118,21;247,90;27,08;Site;Boleto
237;26/01/2025;840;34;7;5;410,76;359,85;2.053,80;206,39;Marketplace;PIX
238;11/10/2024;17966;20;9;5;40,46;30,82;202,30;18,92;Marketplace;Crédito
239;01/01/2025;9143;3;9;4;359,05;237,52;1.436,20;85,42;Site;Boleto
240;19/11/2025;12275;57;3;6;42,41;27,64;254,46;4,90;Marketplace;PIX
241;25/02/2026;2099;49;3;3;220,61;124,37;661,83;80,38;Loja Física;Débito
242;04/08/2024;847;45;3;2;170,97;80,05;341,94;3,02;Loja Física;PIX
243;12/08/2025;1267;34;4;3;412,53;344,83;1.237,59;222,77;App;Crédito
244;06/06/2026;15359;12;8;1;304,42;269,63;304,42;54,80;Marketplace;Crédito
245;18/02/2025;5929;39;6;3;45,11;33,65;135,33;1,01;Marketplace;Boleto
246;19/06/2025;12755;3;8;1;377,98;241,05;377,98;17,10;Loja Física;Crédito
247;25/01/2025;14108;48;1;4;264,18;105,04;1.056,72;22,33;Site;Boleto
248;20/01/2026;14636;43;8;5;319,22;262,40;1.596,10;211,60;Loja Física;Crédito
249;25/05/2026;19134;45;4;1;159,46;83,96;159,46;28,70;Loja Física;Crédito
250;19/06/2025;7035;28;1;3;2.181,65;609,53;6.544,95;788,46;App;PIX
251;08/05/2026;8354;51;8;3;292,50;245,29;877,50;26,19;Marketplace;Boleto
252;24/12/2025;12001;54;4;2;1.428,89;761,09;2.857,78;181,55;Marketplace;Crédito
253;19/04/2025;13009;8;6;1;1.771,01;733,26;1.771,01;23,98;App;PIX
254;17/04/2025;14285;57;8;1;37,48;30,26;37,48;6,75;Marketplace;Crédito
255;05/05/2026;8857;2;4;3;369,00;286,68;1.107,00;36,69;Marketplace;PIX
256;07/02/2026;15052;39;3;2;45,07;31,21;90,14;16,23;Site;Crédito
257;07/01/2026;3200;1;9;1;48,08;27,55;48,08;8,65;Loja Física;PIX
258;18/10/2024;10023;50;3;2;4.247,10;3.241,37;8.494,20;1.528,96;Site;PIX
259;04/08/2025;17743;57;9;4;41,70;28,25;166,80;19,55;Site;Débito
260;20/10/2025;8961;28;2;5;2.177,02;718,79;10.885,10;90,33;Marketplace;PIX
261;15/02/2025;4008;39;2;3;51,04;32,13;153,12;8,22;Site;Crédito
262;28/11/2025;7180;51;2;3;283,40;216,04;850,20;58,40;Loja Física;Crédito
263;11/10/2025;9367;38;6;3;50,88;27,50;152,64;27,48;Marketplace;PIX
264;09/08/2024;10173;39;3;1;51,23;32,55;51,23;2,79;Site;Crédito
265;06/10/2025;10324;5;9;1;177,48;91,61;177,48;31,95;App;Crédito
266;07/09/2024;19888;1;4;2;53,78;29,07;107,56;6,37;Site;PIX
267;25/06/2024;13437;15;1;2;2.207,44;677,90;4.414,88;636,60;Site;PIX
268;09/08/2025;5721;22;4;1;281,84;279,21;281,84;50,73;Site;Crédito
269;24/05/2026;9706;9;1;3;43,11;25,46;129,33;23,28;Marketplace;Crédito
270;17/05/2025;14508;13;5;3;356,64;252,85;1.069,92;16,39;Marketplace;Débito
271;14/03/2026;6380;58;4;1;153,76;81,16;153,76;27,68;App;PIX
272;26/07/2025;13833;9;8;1;48,69;23,04;48,69;8,76;App;Débito
273;04/02/2026;9035;38;8;1;51,75;28,24;51,75;9,32;App;PIX
274;23/01/2026;4017;33;7;1;52,68;25,24;52,68;8,61;App;PIX
275;09/05/2025;19977;40;3;1;137,00;90,34;137,00;0,55;Site;Débito
276;15/04/2025;3393;3;1;2;384,19;232,35;768,38;137,35;Site;PIX
277;15/05/2026;17567;51;1;2;338,18;225,23;676,36;121,74;App;Crédito
278;21/04/2026;15037;1;3;2;56,29;26,23;112,58;20,26;Site;Crédito
279;11/01/2026;289;57;6;2;41,80;29,23;83,60;15,05;Site;Crédito
280;10/08/2024;10833;20;7;1;42,65;30,43;42,65;7,68;App;Crédito
281;07/03/2026;1592;57;6;2;38,39;30,64;76,78;13,82;App;Crédito
282;31/10/2025;16131;40;6;2;132,67;93,34;265,34;47,76;Marketplace;PIX
283;20/08/2025;4072;35;6;1;35,54;27,06;35,54;6,40;Marketplace;Crédito
284;15/03/2026;6271;35;3;2;39,70;24,04;79,40;5,24;Marketplace;Boleto
285;29/05/2024;3358;59;6;1;1.595,79;692,57;1.595,79;247,90;Site;Crédito
286;20/11/2025;19544;25;8;1;52,95;30,31;52,95;9,53;Marketplace;Débito
287;07/06/2024;10896;24;2;2;52,75;29,95;105,50;15,30;Site;Crédito
288;01/10/2024;11089;1;5;1;52,79;27,46;52,79;2,05;Site;Crédito
289;12/12/2025;10659;57;1;2;38,27;27,49;76,54;13,78;Marketplace;Crédito
290;30/08/2024;13560;15;1;2;2.018,36;598,12;4.036,72;462,83;Site;PIX
291;18/12/2024;16521;35;5;8;40,71;26,75;325,68;6,51;Marketplace;Boleto
292;29/01/2025;9822;34;3;2;416,70;363,68;833,40;96,86;Marketplace;Boleto
293;20/06/2024;17520;57;4;1;39,55;29,59;39,55;7,12;App;Crédito
294;06/12/2024;17293;46;3;2;382,16;326,52;764,32;0,49;Marketplace;Crédito
295;30/03/2026;977;45;1;1;153,34;79,32;153,34;22,35;Marketplace;Boleto
296;28/09/2025;5848;58;1;2;152,38;83,89;304,76;43,54;Site;Crédito
297;01/11/2024;17346;7;5;4;5.105,74;4.169,12;20.422,96;1.353,42;App;PIX
298;18/12/2025;4036;60;6;1;270,57;100,61;270,57;48,70;Marketplace;Boleto
299;22/11/2024;6475;35;3;2;36,47;26,15;72,94;0,89;Site;Crédito
300;07/02/2026;15114;38;9;2;47,49;27,52;94,98;12,02;Marketplace;Crédito
301;13/04/2025;12637;38;5;1;44,61;30,92;44,61;7,01;Marketplace;PIX
302;02/11/2024;14931;13;8;3;353,21;249,33;1.059,63;42,88;Site;Débito
303;20/11/2025;5366;26;1;3;1.758,68;669,44;5.276,04;567,88;Site;PIX
304;05/09/2024;2064;39;5;2;42,99;30,38;85,98;15,48;Site;PIX
305;26/08/2024;5242;1;3;2;48,73;24,65;97,46;17,54;Site;PIX
306;14/01/2026;1629;44;1;4;4.118,44;3.026,14;16.473,76;855,83;Loja Física;Crédito
307;14/12/2024;17914;33;4;2;54,75;27,13;109,50;10,70;Site;PIX
308;14/10/2025;12946;5;5;2;161,31;80,21;322,62;11,54;Marketplace;Crédito
309;10/11/2025;10700;24;7;2;54,98;29,31;109,96;19,79;App;PIX
310;15/11/2025;14771;18;1;3;2.029,16;665,55;6.087,48;147,08;Marketplace;Crédito
311;08/07/2025;19146;25;3;2;44,77;33,44;89,54;16,12;Site;PIX
312;18/06/2025;12728;3;2;4;368,40;228,87;1.473,60;15,19;Marketplace;PIX
313;04/03/2025;2425;25;9;5;46,88;32,60;234,40;6,34;Marketplace;Boleto
314;09/11/2025;4126;57;10;2;43,33;26,94;86,66;9,85;Loja Física;Débito
315;22/04/2025;15421;27;6;4;1.748,66;771,28;6.994,64;1.259,04;App;PIX
